"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"East Asia & Pacific (excluding high income)","EAP","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","93.45252","95.43331","102.5554","105.6301","103.2735","99.88799","99.11359","100.1034","101.2357","101.0559","101.3362","102.3977","105.7432","109.7963","113.205","114.6673","115.2105","114.2954","113.28","112.294","110.4691","108.9608","107.0723","105.195","103.9633","104.2458","105.0335","106.9504","109.0277","107.6225","106.2952","105.1029","103.3129","101.134","101.3404","101.4123","101.2268","101.4574","101.8877","102.4363","102.2469","100.1221","100.274","101.2704","101.9666","102.1813","103.4122","",
"Early-demographic dividend","EAR","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","65.97108","65.89394","67.34018","69.4331","69.39728","70.84437","71.94625","73.54496","72.82137","73.83545","75.39867","77.25209","78.72167","79.99008","81.34902","81.82807","82.81038","82.48435","83.90834","85.1462","84.95652","85.92294","86.32863","87.50373","88.41044","88.1596","88.67379","89.00491","89.1749","89.993","91.04676","91.76702","92.91181","98.24674","99.51595","100.9418","101.9363","103.9383","105.0404","105.3839","105.938","106.2541","107.0117","108.9724","107.5585","107.823","111.2021","109.8399","101.375","101.331","",
"East Asia & Pacific","EAS","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","94.36591","95.96254","102.4402","105.3003","103.1686","100.0678","99.39742","100.3688","101.3385","101.1031","101.3154","102.2447","105.2772","108.9946","112.1262","113.4538","113.9734","113.1854","112.2395","111.3401","109.6755","108.349","106.6163","104.888","103.7072","103.975","104.696","106.4256","108.2892","106.9907","105.7927","104.7621","103.1342","101.1505","101.3933","101.4525","101.291","101.5117","101.9243","102.3931","102.1461","100.1515","100.2313","101.1099","101.7382","101.9566","103.3409","",
"Europe & Central Asia (excluding high income)","ECA","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","101.6803","100.5622","101.2691","101.6201","103.7784","104.3996","105.2958","105.5798","106.4427","105.1411","105.1954","106.9273","106.4056","105.47","104.2372","103.2537","102.1493","101.3931","101.3892","101.8652","101.5534","103.7323","106.1","104.1059","101.8249","99.22043","98.50395","98.79477","99.33942","99.08558","99.83124","100.4112","99.9329","102.4898","101.8184","100.1805","100.4126","98.66758","99.36015","99.24105","",
"Europe & Central Asia","ECS","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","104.0495","104.0512","103.6895","103.2437","102.9595","102.9702","103.4412","102.8221","102.7348","102.6336","102.3786","101.6668","101.8728","101.775","102.5328","102.8075","103.3386","103.7422","104.0089","103.3792","103.0936","103.5393","103.0148","102.8449","102.4357","101.9625","101.7063","101.281","101.9323","101.9541","101.8561","102.6692","103.2841","102.3617","101.8147","100.9435","100.6655","100.8091","101.1202","100.9118","101.1856","101.4227","101.4297","102.9818","101.9423","101.2287","101.171","100.4794","100.6162","100.5805","",
"Ecuador","ECU","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","95.6058578491211","96.1521606445313","97.5710296630859","100.868873596191","101.236778259277","102.887512207031","103.714347839355","105.16365814209","109.932083129883","110.995063781738","115.741661071777","","119.386558532715","121.341743469238","120.965232849121","122.049293518066","124.050468444824","124.603149414063","","","","","125.842010498047","109.48657989502","109.483108520508","110.042671203613","112.953422546387","111.394149780273","111.189338684082","111.34130859375","112.314483642578","112.73690032959","111.844970703125","110.712333679199","109.895042419434","109.173751831055","110.149017333984","108.717231750488","112.622268676758","113.219413757324","114.366539001465","112.726150512695","111.632148742676","113.06672668457","107.937110900879","105.408798217773","104.16268157959","104.127433776855","","",
"Egypt, Arab Rep.","EGY","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","54.9704818725586","55.6614418029785","55.9391098022461","53.9874000549316","54.8747291564941","54.7601509094238","54.4552612304688","54.8034286499023","55.429328918457","57.0217590332031","58.4748611450195","60.762279510498","64.0274887084961","67.4692230224609","70.7645721435547","73.8491516113281","76.9566497802734","77.5683517456055","80.8554992675781","83.4557800292969","85.2046890258789","78.7996978759766","79.8999786376953","87.8482666015625","82.952751159668","83.7827529907227","90.033821105957","","90.5592575073242","90.3889770507813","91.0194625854492","92.2096862792969","93.202880859375","94.1036605834961","93.0529479980469","94.7265777587891","96.2262420654297","","99.6591873168945","100.739776611328","96.8249893188477","104.061210632324","104.628936767578","103.717758178711","","105.430122375488","106.279838562012","106.49910736084","106.851432800293","",
"Euro area","EMU","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","106.9762","107.0025","106.9863","106.3188","105.7065","105.647","106.4329","105.0357","104.9592","104.6272","104.653","104.4251","104.1266","103.469","103.0719","103.1944","103.547","104.3187","104.2003","104.2174","103.4303","102.7673","101.6956","101.8549","101.9776","101.8599","102.5402","102.4792","103.7808","103.4491","103.5316","103.1327","102.2204","102.0026","101.9638","102.8732","103.2497","103.5927","103.497","103.1743","102.8599","102.7584","102.497","102.9579","102.2305","102.2872","102.1031","102.4134","102.3995","102.4511","",
"Eritrea","ERI","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.8728713989258","31.1711406707764","28.9677696228027","43.1634788513184","49.5779991149902","53.6029396057129","56.4214706420898","59.6832084655762","59.4990501403809","","64.5301132202148","72.5266571044922","73.5428085327148","81.5875778198242","90.9068603515625","96.7423934936523","100.753921508789","100.63410949707","94.2780303955078","88.6739120483398","83.5564270019531","76.916389465332","78.6207122802734","79.6920623779297","94.3226089477539","73.4330902099609","70.3986587524414","","63.1985893249512","63.0789794921875","","",
"Spain","ESP","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","112.471549987793","116.708038330078","110.725036621094","112.422058105469","113.415817260742","112.275421142578","111.187088012695","109.991729736328","109.713539123535","109.409637451172","108.80687713623","108.959053039551","108.899116516113","108.313407897949","108.006118774414","106.725303649902","106.971649169922","103.79517364502","103.687118530273","103.60523223877","104.88623046875","103.936050415039","105.481750488281","105.122703552246","104.244262695313","103.791481018066","103.674987792969","103.888877868652","104.04402923584","104.125747680664","103.621520996094","103.128761291504","102.867500305176","103.112663269043","102.349349975586","102.96199798584","103.546272277832","104.156280517578","104.134460449219","103.575080871582","104.146842956543","104.90096282959","108.816139221191","107.878273010254","107.20858001709","105.098388671875","103.584762573242","102.703773498535","","",
"Estonia","EST","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","101.887733459473","101.795837402344","101.442161560059","101.009010314941","102.401878356934","103.448059082031","111.705657958984","113.398651123047","111.772407531738","92.0967712402344","90.8942337036133","90.5171432495117","88.5870132446289","89.3783798217773","90.4117431640625","94.3480911254883","96.4008178710938","98.6882476806641","100.576637268066","102.440246582031","102.942527770996","101.461013793945","99.9101181030273","98.4814987182617","97.5817565917969","96.4667892456055","98.1157836914063","100.662902832031","102.104507446289","102.241249084473","101.571708679199","100.823860168457","99.2785034179688","97.7036972045898","97.1497421264648","97.1917037963867","97.2539596557617","97.7984008789063","","",
"Ethiopia","ETH","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","9.44398021697998","10.0793304443359","10.3559503555298","11.3311004638672","12.3451204299927","13.719690322876","14.8082799911499","14.4994201660156","16.9854297637939","23.4613990783691","27.7043991088867","30.4020900726318","31.8106307983398","30.8972702026367","29.5990791320801","29.2670402526855","31.1145401000977","31.2552604675293","30.616060256958","27.9308204650879","25.1985607147217","21.2755393981934","17.844669342041","19.6938095092773","21.8474597930908","25.5761299133301","29.2026596069336","37.1600189208984","37.6829109191895","43.2743301391602","49.5710182189941","53.2156982421875","55.0246887207031","59.567741394043","71.9122695922852","77.4882507324219","83.8040237426758","89.9356231689453","89.8603210449219","88.0161209106445","90.368522644043","90.7175827026367","","94.9689636230469","96.0852966308594","","","","","",
"European Union","EUU","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","105.3572","105.3653","105.4838","104.9963","104.6834","104.6242","105.091","104.0853","103.8478","103.4275","103.1162","102.6444","102.6041","102.2497","102.1287","102.1789","102.399","102.8307","102.5725","102.3062","101.5843","101.0261","100.4557","100.828","101.0846","100.9898","101.4126","101.397","102.3367","101.9856","102.0272","101.8565","101.2428","101.1102","101.8533","102.3118","102.3501","102.3802","102.5156","102.3291","102.2583","102.2013","102.5369","103.3211","101.9925","101.8984","101.5912","101.6561","101.3762","101.4261","",
"Fragile and conflict affected situations","FCS","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","49.1829","49.93438","51.58244","52.83577","53.28984","53.8128","54.73911","58.03378","62.01589","66.41364","69.57985","73.26579","76.051","76.60711","76.79999","75.31413","73.28245","72.77247","70.81053","70.5451","68.90836","71.83882","72.69821","73.46881","73.38366","71.97762","68.60442","69.30002","69.77826","70.10977","72.213","73.48811","76.51664","79.05285","80.37376","82.08666","84.07","83.32333","83.32386","84.35413","85.48874","88.33539","90.99813","91.32417","90.87056","89.54395","89.53639","89.63415","89.8083","89.73664","",
"Finland","FIN","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","78.1763076782227","78.796272277832","82.6819000244141","87.8805770874023","101.014297485352","99.9845504760742","98.7874526977539","97.92431640625","96.7922515869141","95.6839904785156","97.5473403930664","99.5691375732422","101.53751373291","102.523681640625","102.313850402832","102.464248657227","100.832878112793","99.0243301391602","98.224006652832","98.3795471191406","98.9858779907227","99.1812973022461","99.1686019897461","98.835319519043","99.1589126586914","99.2759780883789","99.7671585083008","100.224258422852","100.966438293457","101.000816345215","100.057807922363","99.2310562133789","98.3297805786133","98.0326614379883","97.8171997070313","98.3228607177734","98.5617980957031","98.8802795410156","99.1478424072266","99.3483200073242","99.9083862304688","99.952880859375","100.404151916504","100.259841918945","100.190643310547","99.8914108276367","99.9327697753906","","",
"Fiji","FJI","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","104.54972076416","108.014503479004","110.901626586914","113.091613769531","115.918113708496","116.932670593262","114.562858581543","112.097007751465","109.460151672363","105.971069335938","104.550407409668","104.311218261719","","101.781867980957","101.118431091309","101.433288574219","103.220558166504","104.454490661621","","","","108.587028503418","107.000907897949","","107.527198791504","107.047698974609","103.969200134277","104.157157897949","104.517547607422","103.237289428711","100.617050170898","103.599647521973","106.172576904297","108.480407714844","111.844482421875","","112.886222839355","106.371147155762","106.036651611328","104.012046813965","","105.519577026367","106.705680847168","107.805290222168","","105.491706848145","105.216697692871","","","114.204063415527","",
"France","FRA","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","115.877708435059","113.064361572266","114.878486633301","109.641067504883","108.840232849121","112.548667907715","107.158477783203","109.006469726563","109.35147857666","109.83268737793","109.295448303223","107.931610107422","106.108306884766","","105.249847412109","108.010299682617","110.845176696777","112.964157104492","113.00511932373","110.407760620117","107.970932006836","105.542129516602","103.567337036133","103.715469360352","104.28426361084","105.269500732422","104.531837463379","104.612907409668","100.236640930176","99.9500503540039","99.9516906738281","99.8540420532227","99.5940475463867","99.5740432739258","104.11351776123","103.674560546875","103.434463500977","103.048461914063","102.531387329102","102.128540039063","102.45629119873","102.492378234863","102.134307861328","101.031097412109","101.664520263672","101.972618103027","102.105812072754","102.588562011719","","",
"Faroe Islands","FRO","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","211.128524780273","212.509735107422","223.565887451172","218.624816894531","215.868209838867","206.337249755859","203.268783569336","201.231826782227","192.887725830078","","","","","","","","","","","","","","","","","","","","","","","","","111.791770935059","109.57112121582","","113.848091125488","","","","","","","99.8544235229492","95.9647064208984","95.0695114135742","","","94.7300796508789","",
"Gabon","GAB","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","131.659973144531","133.275283813477","135.254043579102","134.632125854492","137.919357299805","141.240036010742","137.699996948242","142.803939819336","139.148147583008","142.040832519531","143.771575927734","144.235412597656","144.14762878418","145.135726928711","145.940505981445","144.624526977539","146.848175048828","143.892974853516","148.123291015625","","","135.618789672852","","139.117523193359","145.232086181641","143.768127441406","142.870162963867","","141.191101074219","","135.407012939453","140.55256652832","137.137176513672","","","","","","","","137.685806274414","","","","","","","","","",
"United Kingdom","GBR","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","103.987869262695","103.231246948242","102.507118225098","102.659576416016","102.986320495605","103.579002380371","104.011680603027","104.148811340332","104.354499816895","104.551307678223","104.174430847168","103.25505065918","101.980049133301","102.453170776367","102.947662353516","105.303092956543","106.962059020996","107.912559509277","107.658401489258","107.067161560059","105.843856811523","104.253211975098","","","","","","100.740562438965","100.705932617188","100.397300720215","100.293716430664","99.8948135375977","100.084686279297","105.972557067871","106.332443237305","105.322822570801","103.452072143555","104.879203796387","104.101470947266","104.264129638672","104.356338500977","106.22142791748","106.981842041016","102.152366638184","101.856643676758","101.246047973633","101.006042480469","100.845840454102","","",
"Georgia","GEO","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","96.3108215332031","","","","","92.3917007446289","","","","","97.6629180908203","95.6569976806641","87.6654968261719","86.0809097290039","90.9785614013672","99.0795516967773","103.486297607422","111.005966186523","116.255523681641","120.276710510254","120.138229370117","115.596908569336","110.155937194824","108.041152954102","102.920921325684","103.63591003418","103.749206542969","104.550163269043","104.142288208008","104.117607116699","104.865821838379","105.814002990723","105.818740844727","103.770553588867","102.834861755371","100.518432617188","100.927276611328","99.2256622314453","99.6999664306641","",
"Ghana","GHA","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","58.3931884765625","56.3423805236816","56.9448585510254","55.9752311706543","55.4580612182617","59.3372993469238","60.6478614807129","60.6431884765625","62.1540184020996","63.659610748291","66.1236801147461","67.4686813354492","66.103271484375","63.7328796386719","64.5580520629883","","62.0144081115723","62.9383583068848","66.5890502929688","65.2075271606445","73.1780776977539","74.3493728637695","73.9616470336914","75.2911224365234","74.1471481323242","","","","75.1482620239258","79.8634796142578","75.5087509155273","78.5144195556641","75.4245376586914","78.2414398193359","84.724479675293","89.7942123413086","94.732048034668","100.170722961426","99.459716796875","","102.476997375488","106.58332824707","106.061347961426","104.555870056152","108.318237304688","107.395767211914","106.050849914551","104.207008361816","105.577949523926","",
"Gibraltar","GIB","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","91.85595703125","101.18726348877","72.9599990844727","74.7867813110352","72.6784820556641","75.1757736206055","71.4826812744141","76.03662109375","74.1037979125977","73.0994186401367","73.007438659668","75.4656677246094","74.9463500976563","77.6693801879883","74.8763122558594","","","","","","","","","","","","113.444641113281","","87.2937316894531","88.4645385742188","84.3195266723633","","","","","","","111.229568481445","112.793182373047","","","","","","","100.808822631836","103.723007202148","","108.938117980957","",
"Guinea","GIN","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","19.5393199920654","18.7465305328369","18.780179977417","18.9414901733398","19.1524295806885","19.9340991973877","22.8004608154297","23.1806907653809","24.442699432373","","23.051700592041","21.622859954834","20.5941696166992","19.7604293823242","21.7916107177734","20.4805698394775","18.8325004577637","19.6019401550293","19.7428493499756","19.6627197265625","21.7610893249512","21.8019905090332","24.8749103546143","27.6739807128906","31.6777496337891","33.7661399841309","38.013240814209","39.2260894775391","42.1847610473633","46.5993995666504","50.6122817993164","58.7076797485352","62.7584495544434","66.4246368408203","69.4308700561523","72.0254287719727","74.5858764648438","75.385498046875","75.191650390625","76.0246810913086","80.251091003418","81.5132598876953","83.3295516967773","84.9847717285156","","82.3612823486328","","","","",
"Gambia, The","GMB","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","15.0299100875854","14.9375600814819","16.1987590789795","16.9706592559814","18.3821506500244","19.5622501373291","19.8051891326904","21.5542392730713","24.3698806762695","28.0358695983887","35.4478416442871","39.5302085876465","43.1817207336426","47.8660202026367","50.1682891845703","51.0386390686035","50.0224990844727","","44.8735084533691","","","49.6311683654785","51.9209213256836","54.6311912536621","56.7493515014648","60.9322090148926","62.9975204467773","64.6885681152344","75.4313278198242","75.1165390014648","76.5831527709961","73.9754486083984","79.8572387695313","81.9543609619141","80.9451904296875","80.6699829101563","83.1253662109375","82.7407989501953","81.4241409301758","80.8338928222656","79.4087066650391","83.0019226074219","84.7800216674805","89.1055526733398","93.0169219970703","95.4029312133789","99.0714111328125","102.46346282959","106.931587219238","",
"Guinea-Bissau","GNB","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","16.5339202880859","25.2214202880859","34.3829917907715","","","52.2926483154297","","48.4173011779785","45.0631713867188","42.2429389953613","40.5912284851074","39.6680488586426","39.3185005187988","39.1363182067871","38.9743385314941","","38.3056983947754","36.3601684570313","37.1263198852539","","","33.6095008850098","32.5917015075684","36.7436790466309","40.2614784240723","42.0637016296387","45.535701751709","47.9290809631348","","60.5815696716309","","","","","","","","","","114.461456298828","","","","","","","","","","",
"Equatorial Guinea","GNQ","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","76.4712371826172","","","93.4165496826172","","","","","","","","","","","","","","","","","","","109.084999084473","112.540161132813","","","","","","93.2196731567383","105.478317260742","101.47444152832","94.0162124633789","","88.4917831420898","","","70.8344573974609","69.2318267822266","68.9303970336914","67.8272018432617","68.962158203125","","","61.5891914367676","","","","","",
"Greece","GRC","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","100.338516235352","101.330253601074","102.30110168457","103.631683349609","103.530639648438","103.405799865723","102.67635345459","101.627410888672","100.16919708252","98.1108169555664","99.7050094604492","99.5448226928711","100.095962524414","99.9033966064453","99.4103317260742","98.2981567382813","95.2889709472656","95.9687728881836","95.2484893798828","94.5177917480469","94.1732406616211","92.6122207641602","90.6534729003906","90.3956680297852","93.3624572753906","92.4017486572266","92.9081573486328","95.3008880615234","96.8040466308594","97.5991821289063","96.2826614379883","96.8855972290039","97.2603225708008","97.4684371948242","96.7571411132813","96.5398101806641","95.8446578979492","","","97.3548431396484","97.2655181884766","98.1642074584961","98.041877746582","97.2792892456055","99.0666732788086","99.0611877441406","99.5685882568359","99.5421676635742","","",
"Grenada","GRD","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","123.364326477051","126.834716796875","129.47770690918","135.372894287109","112.391807556152","114.978416442871","116.54460144043","115.920890808105","113.317581176758","109.274291992188","104.837539672852","102.79907989502","103.179817199707","100.964706420898","100.923080444336","91.4559707641602","","109.354721069336","","","","","122.292060852051","116.9716796875","114.55534362793","108.771369934082","121.328819274902","114.46418762207","108.784240722656","92.007926940918","95.2903518676758","109.401039123535","111.966278076172","108.186813354492","101.678482055664","","102.748352050781","105.299171447754","111.586280822754","113.878761291504","","","116.66667175293","117.464157104492","116.349807739258","110.708030700684","108.666778564453","105.998001098633","","",
"Greenland","GRL","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","49.3279190063477","50.6022682189941","51.776741027832","51.851188659668","53.6250801086426","54.6186294555664","54.4267387390137","56.2464714050293","57.9229202270508","59.0416297912598","60.9916496276855","64.6561279296875","61.5878105163574","64.8185577392578","","66.3753280639648","66.1240463256836","","","","","70.668098449707","74.2841186523438","76.0022583007813","75.6606521606445","77.9762115478516","79.3100204467773","80.22802734375","86.3062515258789","91.4085083007813","94.7094573974609","95.6799392700195","98.8097534179688","","104.804656982422","106.301292419434","107.845863342285","108.659461975098","109.58984375","114.052627563477","114.281211853027","112.694923400879","107.657791137695","104.503273010254","101.014640808105","99.8778991699219","99.1247711181641","99.6136169433594","100.542671203613","100.722518920898","",
"Guam","GUM","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","97.9164810180664","99.2243728637695","101.133628845215","102.020767211914","","98.2865295410156","103.299797058105","100.444938659668","98.6078414916992","95.4239883422852","95.9566192626953","97.3251800537109","","96.7896499633789","96.9986724853516","96.4447326660156","98.5398178100586","102.176307678223","106.212173461914","","95.4581832885742","92.1251678466797","90.9218978881836","","93.0304107666016","94.5169677734375","99.0982971191406","","104.466423034668","103.156730651855","100.76001739502","","96.8795700073242","","100.647491455078","","97.1467666625977","98.1372985839844","94.0069427490234","95.0251312255859","97.0876083374023","96.0187606811523","","","","","","","","",
"High income","HIC","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","98.60372","99.50507","99.45994","99.77559","99.00213","99.03118","99.56165","99.22115","99.22131","98.96563","101.0542","100.6307","100.7302","99.79056","99.42872","99.63611","100.2207","100.5727","100.8792","101.2645","101.5865","100.8419","100.305","100.2345","100.3371","100.614","100.6625","100.0859","101.3936","101.1841","100.1282","100.4088","100.0087","100.3907","100.8392","101.2566","101.9072","102.3003","102.5239","102.2762","101.5363","101.4592","101.3368","101.8611","101.6122","101.5386","101.2167","101.0625","100.9543","101.595","",
"Hong Kong SAR, China","HKG","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","116.173072814941","117.011581420898","116.998550415039","117.683006286621","119.05419921875","120.595710754395","120.194557189941","117.591423034668","114.408782958984","111.15518951416","109.36067199707","108.397171020508","107.910858154297","107.43962097168","106.150146484375","105.376579284668","105.624809265137","107.381118774414","","","","","","","99.3152923583984","98.4389190673828","","97.8726272583008","","","","","","","","","","","","","","104.047210693359","106.634002685547","109.819808959961","111.237518310547","109.834289550781","110.078178405762","111.156753540039","112.120758056641","",
"Honduras","HND","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","83.1158599853516","82.6065292358398","84.3403396606445","83.3539581298828","85.2244033813477","84.384880065918","86.4537734985352","85.5196914672852","87.8694305419922","93.6599731445313","95.2853164672852","94.2415771484375","100.284606933594","102.380722045898","104.016777038574","104.621437072754","108.120819091797","","107.30184173584","","104.937339782715","104.766860961914","107.917503356934","108.671722412109","108.261131286621","106.125007629395","107.360076904297","107.418670654297","107.738021850586","105.587882995605","104.57698059082","","","108.235313415527","106.025749206543","101.70760345459","104.590827941895","99.9548110961914","100.90673828125","99.7676467895508","100.68448638916","99.5460510253906","96.3424835205078","93.4367065429688","91.2458267211914","92.5111236572266","92.3704833984375","91.5058898925781","","91.4880599975586","",
"Heavily indebted poor countries (HIPC)","HPC","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","39.09385","39.41949","40.03137","41.09818","42.25079","44.14864","46.66001","49.28752","51.74433","53.51876","55.93583","57.7379","58.22084","58.48763","58.54005","57.19177","57.22866","56.76174","56.36473","55.29429","54.06322","55.84648","54.81864","55.02928","56.03731","57.74805","57.81661","62.07445","62.9133","63.49792","66.1521","69.44383","74.46414","78.09426","80.75152","84.55246","87.69421","90.14471","94.14308","94.58179","95.03879","95.37742","96.83837","97.31629","98.09436","97.82667","98.31638","98.55029","98.94514","99.56371","",
"Croatia","HRV","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.4482574462891","83.9990921020508","84.9518432617188","86.4016723632813","87.1672668457031","90.936637878418","92.6264495849609","94.5526580810547","96.5920181274414","99.3479309082031","101.461402893066","","103.317481994629","100.542358398438","97.694580078125","93.9359664916992","91.7354125976563","91.9795532226563","93.3904113769531","96.4012222290039","99.8439483642578","100.781112670898","100.579147338867","98.4066925048828","96.5322418212891","94.7532119750977","","",
"Haiti","HTI","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","58.2224388122559","58.9554290771484","64.1393508911133","70.3364868164063","71.3627319335938","77.1281127929688","81.2380981445313","81.3846435546875","84.2769393920898","73.1432571411133","","","","","73.0251235961914","76.3772888183594","82.1406326293945","89.1559219360352","97.4462966918945","106.679573059082","111.88459777832","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","97.1344909667969","100.672416687012","104.045341491699","105.958992004395","106.920639038086","105.356216430664","104.703689575195","102.080207824707","98.7834930419922","97.6862564086914","99.4083099365234","105.290817260742","108.527938842773","109.17552947998","105.559707641602","97.8079071044922","91.5325317382813","85.4723129272461","83.6578826904297","84.9913864135742","89.0373611450195","94.6357421875","","104.823219299316","104.083961486816","101.250801086426","99.5915908813477","99.7489166259766","99.6947021484375","100.134117126465","99.2520523071289","98.1050415039063","97.3362274169922","96.7079162597656","97.1280517578125","98.6723022460938","98.0961837768555","99.9616928100586","100.629928588867","100.519653320313","99.7733612060547","99.4178009033203","99.5844192504883","101.492469787598","102.156532287598","101.750312805176","100.504280090332","96.4099884033203","","",
"IBRD only","IBD","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","83.67696","83.77942","84.54506","87.53256","88.52333","92.49858","94.31833","94.04283","91.72714","91.93494","92.98435","93.72462","93.72138","94.03023","95.15132","96.69089","100.2814","100.0675","101.1403","101.6798","101.943","101.3385","100.9367","101.1284","101.0879","101.1993","100.511","99.2667","100.0824","100.7037","101.47","102.7138","102.5615","105.631","105.4396","104.9446","104.5944","105.4233","106.2717","106.1248","105.8095","105.8099","106.6867","108.0108","105.9399","106.0392","109.1962","108.5357","101.6697","102.0977","",
"IDA & IBRD total","IBT","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","74.64086","74.79783","75.92316","78.75099","79.8264","83.37649","85.16565","85.56088","84.27125","84.97078","86.22777","87.37161","87.75042","87.85322","88.6474","89.3982","91.66964","91.14499","91.93384","92.21537","92.13479","92.05591","91.85038","92.14409","92.29426","92.48725","91.82199","91.61038","92.4009","92.96039","94.04641","95.16998","95.6481","98.54584","99.1176","99.56291","99.83534","100.783","101.5712","101.7597","101.8219","102.3561","103.3537","104.1498","102.7899","102.5231","104.6931","104.2519","100.063","100.4777","",
