"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bangladesh","BGD","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","36.7757682800293","33.8200798034668","45.6052894592285","54.2352714538574","50.6787109375","55.5542907714844","56.9486083984375","56.9149513244629","55.6643104553223","54.6971282958984","53.7643203735352","57.5206604003906","59.1652603149414","54.8581085205078","58.7884101867676","56.9740715026855","56.6013717651367","55.7540283203125","71.6340637207031","71.9147872924805","76.5980072021484","","","","","","","","","","","","","","","103.954536437988","105.258392333984","105.24104309082","102.592628479004","105.38208770752","109.253448486328","","","","","","","119.057960510254","120.751747131348","","",
"Bulgaria","BGR","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","105.074516296387","103.476470947266","101.390029907227","99.1458511352539","95.6846618652344","97.8739929199219","100.195533752441","102.849342346191","103.395973205566","100.878158569336","100.392143249512","103.345779418945","104.468170166016","106.290481567383","106.923622131348","104.505401611328","105.213439941406","103.03938293457","100.574089050293","93.777229309082","92.5863494873047","92.4976425170898","93.5039367675781","95.4800567626953","96.9365386962891","100.005256652832","100.997413635254","101.684127807617","101.777526855469","101.979736328125","103.109710693359","102.43440246582","103.79630279541","104.425910949707","102.801887512207","102.679740905762","106.177871704102","108.590232849121","109.613746643066","108.157066345215","103.324661254883","99.8959197998047","97.6166610717773","96.289306640625","93.7072601318359","90.5859909057617","89.0522766113281","87.1906585693359","","",
"Bahrain","BHR","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","89.3667068481445","92.7897567749023","95.2250595092773","96.3469619750977","99.2625274658203","97.7277297973633","97.4336700439453","97.0392379760742","99.5405197143555","100.726287841797","100.56468963623","98.8745803833008","102.228042602539","107.220901489258","110.976509094238","113.313232421875","113.184959411621","113.186309814453","113.492988586426","112.173446655273","112.172203063965","108.589569091797","108.778839111328","108.142219543457","108.275039672852","107.409538269043","106.774047851563","107.162979125977","107.467041015625","105.801780700684","102.659637451172","101.992401123047","101.410339355469","100.203010559082","97.5082931518555","101.006278991699","","","","","95.7297973632813","95.7778930664063","98.5030517578125","100.351448059082","101.709480285645","102.160621643066","100.997978210449","98.7531585693359","97.7376327514648","",
"Bahamas, The","BHS","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","104.641990661621","107.006576538086","109.000732421875","107.109909057617","103.780540466309","","102.783538818359","101.837593078613","","105.926223754883","107.36988067627","","","","","","94.7943572998047","96.3187408447266","","96.1533889770508","103.237777709961","99.1684112548828","99.1850662231445","95.0409927368164","","","92.912483215332","","97.0942306518555","98.8474502563477","94.5394134521484","96.7226181030273","95.5059127807617","91.3070907592773","88.0004196166992","93.5254821777344","88.1714324951172","81.2956008911133","82.333251953125","85.0686569213867","81.7345962524414","","81.1587829589844","","",
"Bosnia and Herzegovina","BIH","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0988922119141","96.6513977050781","96.3227386474609","96.8853530883789","97.7062072753906","100.075752258301","110.598899841309","113.035453796387","114.305397033691","111.652038574219","101.728118896484","98.3136215209961","96.7393493652344","98.2897033691406","100.993209838867","104.577262878418","105.574363708496","104.259811401367","102.064720153809","99.8460693359375","98.3036499023438","98.4626312255859","99.2294692993164","101.224243164063","101.675422668457","100.382606506348","","",
"Belize","BLZ","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","111.444190979004","","","108.532600402832","","108.413940429688","108.448623657227","","","","","","","","","109.127128601074","110.94580078125","","","","112.091873168945","111.113128662109","112.150703430176","114.889869689941","117.039939880371","120.202728271484","119.547401428223","","116.657592773438","112.992111206055","110.04313659668","105.232872009277","109.609252929688","111.054222106934","110.762916564941","111.692306518555","111.917121887207","110.096260070801","110.865989685059","110.31810760498","108.944030761719","111.828918457031","109.413330078125","108.855247497559","110.188980102539","111.622421264648","110.368011474609","108.731552124023","108.591590881348","",
"Bermuda","BMU","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","98.4759063720703","99.35595703125","90.7871398925781","91.5205383300781","90.7873229980469","94.212028503418","95.6899108886719","97.2230834960938","90.9290618896484","91.6324615478516","91.3263702392578","91.4067535400391","91.4267196655273","91.7799072265625","91.9712982177734","","","","","","","","","","100.547012329102","","113.094306945801","","","","97.8537368774414","99.0369186401367","99.1886367797852","100.287712097168","100.041679382324","101.186943054199","","","","","97.5553512573242","95.5868530273438","95.4110870361328","96.5416488647461","100.198707580566","","","","","",
"Bolivia","BOL","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","73.6377792358398","77.4853668212891","","82.7697906494141","85.6875762939453","90.9103393554688","93.4643402099609","91.3809432983398","92.9941787719727","94.5607986450195","95.5892791748047","95.4590377807617","","98.9313278198242","105.784332275391","","103.585411071777","109.716239929199","","99.7801666259766","102.524772644043","104.436668395996","104.816116333008","106.536880493164","108.732070922852","111.244201660156","112.488540649414","113.79012298584","115.138656616211","117.419662475586","117.360412597656","116.531967163086","117.231132507324","115.873947143555","115.422286987305","114.884910583496","113.342086791992","112.373992919922","110.739891052246","106.611000061035","104.217308044434","100.286270141602","97.5975570678711","95.9483184814453","94.7595901489258","94.9035034179688","95.7490615844727","96.8738098144531","97.649040222168","","",
"Brazil","BRA","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.020889282227","","145.884902954102","141.545532226563","136.472610473633","130.364654541016","129.164566040039","","124.878288269043","127.313117980957","128.188034057617","","127.554489135742","","","","","","","","","",
"Barbados","BRB","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","100.978210449219","100.157997131348","101.949890136719","89.9732666015625","100.299659729004","107.464828491211","113.295066833496","114.668632507324","113.643890380859","100.745491027832","98.0326385498047","96.689338684082","96.7816467285156","105.849449157715","106.411659240723","","","","119.945777893066","114.034088134766","","106.367156982422","","","","","","","101.353607177734","99.6834869384766","98.6814804077148","96.3114776611328","95.6462783813477","93.999137878418","95.94287109375","97.2526016235352","99.9820327758789","101.238250732422","100.804847717285","100.39665222168","98.3209075927734","","","95.408447265625","95.5743103027344","97.1693572998047","96.0015563964844","97.4660797119141","98.1572494506836","",
"Brunei Darussalam","BRN","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","127.564468383789","129.315902709961","130.236923217773","128.043350219727","125.891250610352","121.297317504883","120.777938842773","122.693069458008","121.094757080078","105.483871459961","102.805061340332","103.590270996094","100.877777099609","101.177001953125","103.36107635498","","109.904350280762","108.164779663086","112.424003601074","115.569076538086","","107.850387573242","108.849052429199","111.595359802246","112.580947875977","110.83544921875","109.788452148438","107.030349731445","108.70361328125","107.690002441406","107.17024230957","104.761672973633","105.729759216309","109.238327026367","109.102081298828","108.410430908203","107.602676391602","107.215538024902","106.066558837891","106.165092468262","106.301963806152","106.487953186035","105.449081420898","105.928382873535","105.534141540527","105.345520019531","107.067176818848","104.862442016602","103.59342956543","100.532867431641","",
"Bhutan","BTN","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","2.01208996772766","7.68054008483887","7.55611991882324","","11.5170297622681","","15.7720603942871","17.6390895843506","17.7446193695068","20.8478107452393","","","33.9737091064453","37.3724098205566","39.6880798339844","41.0308418273926","38.4505996704102","","42.9569511413574","","","38.3852310180664","43.2389907836914","48.0421485900879","51.1079597473145","54.9087600708008","58.9610404968262","62.6322784423828","65.0031433105469","67.5009613037109","71.1282730102539","74.3474197387695","77.4634704589844","81.7406616210938","86.6704483032227","89.8836975097656","93.9992523193359","97.576171875","101.519050598145","106.11353302002","109.448181152344","111.662322998047","112.738502502441","107.470848083496","106.223037719727","104.804313659668","102.905921936035","101.264686584473","100.223831176758","","106.633186340332",
"Botswana","BWA","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","71.1829605102539","65.4601516723633","66.3147201538086","72.9589004516602","76.8311080932617","83.6831588745117","86.9868469238281","91.1560897827148","92.6875991821289","95.6654891967773","100.338050842285","102.802131652832","103.488250732422","106.372169494629","107.879081726074","110.137306213379","110.269432067871","111.362480163574","112.481460571289","114.239112854004","114.65168762207","116.862770080566","114.558921813965","113.089561462402","112.876068115234","111.47583770752","111.93514251709","112.206001281738","110.446067810059","110.431533813477","110.524803161621","111.457298278809","111.13533782959","110.959976196289","110.061172485352","110.430053710938","110.399368286133","108.528549194336","107.319931030273","106.594841003418","","","104.104522705078","103.649101257324","102.14022064209","102.064483642578","","","","","",
"Central African Republic","CAF","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","42.4917793273926","42.1582489013672","45.4594993591309","47.1391906738281","48.733211517334","51.6772308349609","52.7173194885254","51.9777717590332","51.7921981811523","53.0820007324219","51.8917083740234","52.9776306152344","51.6443214416504","55.9723281860352","57.6663284301758","61.1783714294434","51.647819519043","52.2039985656738","52.8202705383301","56.5327987670898","53.1130409240723","47.1146011352539","","","","","","","","","63.8529205322266","55.2637481689453","55.3589515686035","46.4042205810547","52.6202011108398","52.2586784362793","60.5932884216309","70.0728912353516","71.3901290893555","73.4072265625","74.5487365722656","75.7121200561523","","","","89.3694000244141","","","","",
"Canada","CAN","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","102.176223754883","100.318412780762","98.1567230224609","96.9119415283203","97.4754180908203","98.3502883911133","98.8800277709961","99.4787368774414","99.6019287109375","99.7130737304688","99.5615463256836","104.386611938477","103.316886901855","102.661918640137","102.489151000977","102.836738586426","102.90975189209","102.988632202148","102.603881835938","103.860069274902","103.593963623047","102.881950378418","101.969940185547","101.126251220703","101.092910766602","102.065910339355","","99.7751922607422","100.329627990723","100.869132995605","","","","98.0196304321289","96.9387130737305","98.5098266601563","98.7211074829102","97.9208602905273","99.0851287841797","98.9050598144531","98.548828125","100.06697845459","100.913726806641","102.158683776855","102.907958984375","101.068466186523","100.819137573242","101.275398254395","","",
"Central Europe and the Baltics","CEB","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","101.5506","101.5289","102.4195","102.3655","102.3322","101.7063","101.0784","100.476","99.81521","98.98406","97.67241","96.80203","98.0918","98.99048","99.288","99.04501","98.15543","97.74646","96.70739","95.81779","94.2975","93.78032","95.18807","95.93442","96.80542","97.14883","97.63172","98.09977","98.64252","98.15541","98.36934","98.67669","98.49401","98.478","98.95448","98.39958","98.10568","98.32738","97.8429","98.32494","98.62449","98.57657","99.46705","98.83572","98.16121","97.48528","96.83118","96.36232","94.95187","94.98712","",
"Switzerland","CHE","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","94.401496887207","93.6845169067383","93.1869735717773","92.5115966796875","83.8404769897461","84.6882476806641","83.6133193969727","82.9956588745117","82.9234237670898","82.825080871582","82.4299011230469","82.0916213989258","81.8227462768555","82.1059188842773","83.407470703125","85.2235107421875","87.6733474731445","90.138313293457","91.4524230957031","91.9356307983398","95.3273010253906","94.4441070556641","95.9262008666992","98.0313568115234","","105.192192077637","105.598503112793","106.596557617188","105.685241699219","104.719802856445","104.122009277344","103.190757751465","102.14769744873","101.767631530762","101.874946594238","102.273178100586","102.587188720703","102.606979370117","102.852561950684","103.026206970215","103.500732421875","103.527389526367","104.033020019531","104.258583068848","104.824913024902","105.147743225098","","",
"Channel Islands","CHI","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","117.145767211914","123.600601196289","124.24552154541","125.222640991211","124.877128601074","122.298843383789","119.131530761719","117.843521118164","116.930061340332","116.679077148438","113.576683044434","111.398658752441","108.311653137207","106.772407531738","102.875732421875","102.721458435059","100.835479736328","","","99.9244689941406","101.520332336426","101.914703369141","99.0986175537109","99.4509582519531","","","98.7913131713867","77.2741622924805","101.51123046875","102.288642883301","101.74479675293","","99.6085891723633","98.4398193359375","101.676513671875","102.146263122559","102.96231842041","104.046417236328","104.65087890625","103.825981140137","102.224807739258","101.712348937988","101.557670593262","99.8193893432617","99.3476715087891","99.1321792602539","99.4571075439453","99.9424667358398","100.664001464844","","",
"China","CHN","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","","","","","99.7021636962891","108.966781616211","112.537147521973","108.300910949707","102.536460876465","100.327827453613","100.751602172852","101.626373291016","100.129447937012","99.6301116943359","100.626052856445","105.442901611328","112.176040649414","117.410461425781","119.794860839844","120.767753601074","120.639961242676","118.445053100586","116.663223266602","113.768623352051","111.056831359863","108.625549316406","105.646492004395","103.676849365234","104.370681762695","","","111.834228515625","","","","","100.56224822998","100.072570800781","99.9091415405273","99.1214065551758","98.0428924560547","98.2403182983398","99.1953125","99.4368896484375","95.8334274291992","96.4455413818359","98.2296600341797","99.9099273681641","100.831581115723","102.564613342285","",
"Cote d'Ivoire","CIV","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","43.1766090393066","44.9647789001465","45.4678001403809","47.2239990234375","48.3441009521484","49.0711212158203","49.9418983459473","52.114330291748","55.4777183532715","58.5737113952637","60.7673606872559","63.237060546875","64.1784362792969","64.1858596801758","62.860481262207","61.072639465332","60.3679008483887","59.2513389587402","59.2920417785645","59.7808609008789","59.7043685913086","58.1603507995605","57.9332084655762","56.7231407165527","58.7023887634277","59.6109199523926","60.0801582336426","60.9531784057617","62.2679786682129","63.5573501586914","63.1836814880371","65.8191299438477","64.7858123779297","63.5429992675781","","","60.3390998840332","60.8142585754395","64.0651016235352","64.1348190307617","","72.1946411132813","75.6063690185547","77.5619277954102","80.6157684326172","84.876708984375","90.6241302490234","93.8153915405273","95.9751205444336","97.2308578491211","",
